rank	int_encoding	date_encoding	timestamp_encoding	string_encoding	baseline_encoded_bytes	pre_compression	snappy_compression	zstd_compression	zstd_compression_no_encoding	pre_compression_result_file	snappy_result_file	zstd_result_file	zstd_no_encoding_result_file	pre_compression_column_stats_tsv	snappy_column_stats_tsv	zstd_column_stats_tsv	zstd_no_encoding_column_stats_tsv
11	plain	plain	plain	delta-byte-array	825621935	encoded_bytes=519281252 post_encoding_ratio=1.589932	compressed_bytes=120804059 post_compression_ratio=6.834389 codec_ratio=4.295576	compressed_bytes=87749823 post_compression_ratio=9.408816 codec_ratio=5.913532	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
12	plain	rle-dict	plain	delta-byte-array	825621935	encoded_bytes=515280979 post_encoding_ratio=1.602275	compressed_bytes=120631127 post_compression_ratio=6.844187 codec_ratio=4.268601	compressed_bytes=87752370 post_compression_ratio=9.408543 codec_ratio=5.867824	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
13	plain	plain	plain	delta-length-byte-array	825621935	encoded_bytes=721820410 post_encoding_ratio=1.143805	compressed_bytes=131218811 post_compression_ratio=6.291948 codec_ratio=5.496353	compressed_bytes=89439267 post_compression_ratio=9.231090 codec_ratio=8.063402	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
14	plain	rle-dict	plain	delta-length-byte-array	825621935	encoded_bytes=717827940 post_encoding_ratio=1.150167	compressed_bytes=131021010 post_compression_ratio=6.301447 codec_ratio=5.474125	compressed_bytes=89440333 post_compression_ratio=9.230980 codec_ratio=8.018599	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
15	plain	plain	rle-dict	plain	825621935	encoded_bytes=824177912 post_encoding_ratio=1.001752	compressed_bytes=138062083 post_compression_ratio=5.980077 codec_ratio=5.964070	compressed_bytes=91376709 post_compression_ratio=9.035365 codec_ratio=9.010436	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
16	plain	rle-dict	rle-dict	plain	825621935	encoded_bytes=820174852 post_encoding_ratio=1.006641	compressed_bytes=137855747 post_compression_ratio=5.989028 codec_ratio=5.944015	compressed_bytes=91377768 post_compression_ratio=9.035260 codec_ratio=8.966573	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
17	plain	rle-dict	rle-dict	delta-byte-array	825621935	encoded_bytes=513215418 post_encoding_ratio=1.608724	compressed_bytes=124346078 post_compression_ratio=6.639710 codec_ratio=4.124237	compressed_bytes=92266260 post_compression_ratio=8.948254 codec_ratio=5.558033	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
18	plain	plain	rle-dict	delta-byte-array	825621935	encoded_bytes=517228826 post_encoding_ratio=1.596241	compressed_bytes=124558596 post_compression_ratio=6.628382 codec_ratio=4.149409	compressed_bytes=92266855 post_compression_ratio=8.948196 codec_ratio=5.601334	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
19	rle-dict	rle-dict	plain	plain	825621935	encoded_bytes=546843883 post_encoding_ratio=1.509795	compressed_bytes=125487274 post_compression_ratio=6.579328 codec_ratio=4.356705	compressed_bytes=93563215 post_compression_ratio=8.824215 codec_ratio=5.843516	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
20	rle-dict	plain	plain	plain	825621935	encoded_bytes=550848612 post_encoding_ratio=1.498818	compressed_bytes=125671544 post_compression_ratio=6.569681 codec_ratio=4.381959	compressed_bytes=93577314 post_compression_ratio=8.822886 codec_ratio=5.885234	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
21	plain	rle-dict	rle-dict	delta-length-byte-array	825621935	encoded_bytes=715787295 post_encoding_ratio=1.153446	compressed_bytes=134796005 post_compression_ratio=6.124973 codec_ratio=5.305439	compressed_bytes=93993415 post_compression_ratio=8.783827 codec_ratio=7.607917	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
22	plain	plain	rle-dict	delta-length-byte-array	825621935	encoded_bytes=719798384 post_encoding_ratio=1.147018	compressed_bytes=134982207 post_compression_ratio=6.116524 codec_ratio=5.327797	compressed_bytes=93993545 post_compression_ratio=8.783815 codec_ratio=7.650451	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
23	rle-dict	plain	plain	delta-byte-array	825621935	encoded_bytes=244234502 post_encoding_ratio=3.380448	compressed_bytes=112217737 post_compression_ratio=7.357321 codec_ratio=2.175867	compressed_bytes=94509964 post_compression_ratio=8.735819 codec_ratio=2.583950	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
