column	type	best_encoding	compression	winner_metric	physical_bytes	baseline_encoded_bytes	target_bytes	encoded_bytes	compressed_bytes	post_compression_no_encoding_bytes	post_compression_no_encoding_ratio	post_encoding_ratio	post_compression_ratio	encoding_compression_ratio_improvement_pct	codec_ratio	int_encoding	date_encoding	timestamp_encoding	string_encoding	experiment	result_file	column_stats_tsv
CookieEnable	int16	rle-dict	none	encoded_bytes	40000	40064	232	232	232	40064	1.000000	172.689655			1.000000	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
CounterClass	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
CounterID	int32	plain	zstd-3	compressed_bytes	40000	40064	89	40062	89	89	450.157303	1.000050	450.157303	0.000000	450.134831	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
DNSTiming	int32	plain	zstd-3	compressed_bytes	40000	40063	839	40063	839	839	47.750894	1.000000	47.750894	0.000000	47.750894	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
DontCountHits	int16	plain	zstd-3	compressed_bytes	40000	40064	176	40063	176	176	227.636364	1.000025	227.636364	0.000000	227.630682	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
EventDate	date	plain	zstd-3	compressed_bytes	40000	40064	85	40062	85	85	471.341176	1.000050	471.341176	0.000000	471.317647	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
EventTime	timestamp_millis	plain	zstd-3	compressed_bytes	80000	80080	18240	80080	18240	18240	4.390351	1.000000	4.390351	0.000000	4.390351	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
FUniqID	int64	plain	zstd-3	compressed_bytes	80000	80080	6080	80079	6080	6080	13.171053	1.000012	13.171053	0.000000	13.170888	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
FetchTiming	int32	plain	zstd-3	compressed_bytes	40000	40064	4732	40063	4732	4732	8.466610	1.000025	8.466610	0.000000	8.466399	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
FlashMajor	int16	rle-dict	zstd-3	compressed_bytes	40000	40064	720	1184	720	791	50.649810	33.837838	55.644444	9.861111	1.644444	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
FlashMinor	int16	rle-dict	zstd-3	compressed_bytes	40000	40064	1228	2093	1228	1238	32.361874	19.141902	32.625407	0.814332	1.704397	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
FlashMinor2	string	rle-dict	zstd-3	compressed_bytes	37170	77230	1692	2794	1692	2686	28.752792	27.641374	45.644208	58.747045	1.651300	plain	plain	plain	rle-dict	rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
FromTag	string	plain	zstd-3	compressed_bytes	0	40040	48	40037	48	48	834.166667	1.000075	834.166667	0.000000	834.104167	plain	plain	plain	plain	rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
GoodEvent	int16	plain	zstd-3	compressed_bytes	40000	40063	85	40062	85	85	471.329412	1.000025	471.329412	0.000000	471.317647	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
HID	int32	plain	zstd-3	compressed_bytes	40000	40064	24108	40064	24108	24108	1.661855	1.000000	1.661855	0.000000	1.661855	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
HTTPError	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
HasGCLID	int16	rle-dict	snappy	compressed_bytes	40000	40064	384	397	384	2273	17.626045	100.916877	104.333333	491.927083	1.033854	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
HistoryLength	int16	plain	zstd-3	compressed_bytes	40000	40064	95	40061	95	95	421.726316	1.000075	421.726316	0.000000	421.694737	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
HitColor	string	rle-dict	none	encoded_bytes	10000	50052	121	121	121	50052	1.000000	413.652893			1.000000	plain	plain	plain	rle-dict	rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv
IPNetworkID	int32	plain	zstd-3	compressed_bytes	40000	40064	2953	40063	2953	2953	13.567220	1.000025	13.567220	0.000000	13.566881	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
Income	int16	rle-dict	zstd-3	compressed_bytes	40000	40064	981	1474	981	1273	31.472113	27.180461	40.839959	29.765545	1.502548	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
Interests	int16	plain	zstd-3	compressed_bytes	40000	40064	1861	40062	1861	1861	21.528211	1.000050	21.528211	0.000000	21.527136	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsArtifical	int16	rle-dict	none	encoded_bytes	40000	40064	1352	1352	1352	40064	1.000000	29.633136			1.000000	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsDownload	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsEvent	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsLink	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsMobile	int16	plain	zstd-3	compressed_bytes	40000	40064	296	40063	296	296	135.351351	1.000025	135.351351	0.000000	135.347973	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsNotBounce	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsOldCounter	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsParameter	int16	plain	zstd-3	compressed_bytes	40000	40064	72	40061	72	72	556.444444	1.000075	556.444444	0.000000	556.402778	plain	plain	plain	delta-byte-array	rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv
IsRefresh	int16	rle-dict	none	encoded_bytes	40000	40064	1353	1353	1353	40064	1.000000	29.611234			1.000000	rle-dict	plain	plain	delta-byte-array	rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-1mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv
