rank	int_encoding	date_encoding	timestamp_encoding	string_encoding	baseline_encoded_bytes	pre_compression	snappy_compression	zstd_compression	zstd_compression_no_encoding	pre_compression_result_file	snappy_result_file	zstd_result_file	zstd_no_encoding_result_file	pre_compression_column_stats_tsv	snappy_column_stats_tsv	zstd_column_stats_tsv	zstd_no_encoding_column_stats_tsv
11	plain	plain	plain	delta-byte-array	8847066	encoded_bytes=5014870 post_encoding_ratio=1.764167	compressed_bytes=1094935 post_compression_ratio=8.079992 codec_ratio=4.579991	compressed_bytes=767543 post_compression_ratio=11.526476 codec_ratio=6.533514	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
12	plain	rle-dict	plain	delta-byte-array	8847066	encoded_bytes=4974893 post_encoding_ratio=1.778343	compressed_bytes=1092954 post_compression_ratio=8.094637 codec_ratio=4.551716	compressed_bytes=767563 post_compression_ratio=11.526176 codec_ratio=6.481263	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
13	plain	plain	plain	delta-length-byte-array	8847066	encoded_bytes=7813356 post_encoding_ratio=1.132300	compressed_bytes=1243080 post_compression_ratio=7.117053 codec_ratio=6.285417	compressed_bytes=794793 post_compression_ratio=11.131283 codec_ratio=9.830532	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
14	plain	rle-dict	plain	delta-length-byte-array	8847066	encoded_bytes=7773379 post_encoding_ratio=1.138124	compressed_bytes=1241099 post_compression_ratio=7.128413 codec_ratio=6.263239	compressed_bytes=794813 post_compression_ratio=11.131003 codec_ratio=9.779990	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
15	plain	plain	rle-dict	plain	8847066	encoded_bytes=8779131 post_encoding_ratio=1.007738	compressed_bytes=1304128 post_compression_ratio=6.783894 codec_ratio=6.731734	compressed_bytes=806438 post_compression_ratio=10.970547 codec_ratio=10.886133	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
16	plain	rle-dict	rle-dict	plain	8847066	encoded_bytes=8739154 post_encoding_ratio=1.012348	compressed_bytes=1302147 post_compression_ratio=6.794214 codec_ratio=6.711275	compressed_bytes=806458 post_compression_ratio=10.970275 codec_ratio=10.836294	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
17	plain	plain	rle-dict	delta-byte-array	8847066	encoded_bytes=4946935 post_encoding_ratio=1.788393	compressed_bytes=1124269 post_compression_ratio=7.869172 codec_ratio=4.400067	compressed_bytes=813122 post_compression_ratio=10.880367 codec_ratio=6.083735	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
18	plain	rle-dict	rle-dict	delta-byte-array	8847066	encoded_bytes=4906958 post_encoding_ratio=1.802963	compressed_bytes=1122288 post_compression_ratio=7.883062 codec_ratio=4.372214	compressed_bytes=813142 post_compression_ratio=10.880100 codec_ratio=6.034424	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
19	rle-dict	plain	plain	plain	8847066	encoded_bytes=6049964 post_encoding_ratio=1.462334	compressed_bytes=1173639 post_compression_ratio=7.538149 codec_ratio=5.154848	compressed_bytes=830525 post_compression_ratio=10.652378 codec_ratio=7.284457	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
20	rle-dict	rle-dict	plain	plain	8847066	encoded_bytes=6009987 post_encoding_ratio=1.472061	compressed_bytes=1171658 post_compression_ratio=7.550895 codec_ratio=5.129445	compressed_bytes=830545 post_compression_ratio=10.652121 codec_ratio=7.236151	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
21	rle-dict	plain	plain	delta-byte-array	8847066	encoded_bytes=2217768 post_encoding_ratio=3.989176	compressed_bytes=993780 post_compression_ratio=8.902439 codec_ratio=2.231628	compressed_bytes=837209 post_compression_ratio=10.567333 codec_ratio=2.648983	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
22	rle-dict	rle-dict	plain	delta-byte-array	8847066	encoded_bytes=2177791 post_encoding_ratio=4.062404	compressed_bytes=991799 post_compression_ratio=8.920221 codec_ratio=2.195779	compressed_bytes=837229 post_compression_ratio=10.567080 codec_ratio=2.601172	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
23	plain	plain	rle-dict	delta-length-byte-array	8847066	encoded_bytes=7745421 post_encoding_ratio=1.142232	compressed_bytes=1272414 post_compression_ratio=6.952978 codec_ratio=6.087125	compressed_bytes=840372 post_compression_ratio=10.527559 codec_ratio=9.216518	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
24	plain	rle-dict	rle-dict	delta-length-byte-array	8847066	encoded_bytes=7705444 post_encoding_ratio=1.148158	compressed_bytes=1270433 post_compression_ratio=6.963819 codec_ratio=6.065150	compressed_bytes=840392 post_compression_ratio=10.527309 codec_ratio=9.168732	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
25	rle-dict	plain	plain	delta-length-byte-array	8847066	encoded_bytes=5016254 post_encoding_ratio=1.763680	compressed_bytes=1141925 post_compression_ratio=7.747502 codec_ratio=4.392785	compressed_bytes=864459 post_compression_ratio=10.234223 codec_ratio=5.802747	compressed_bytes=760859 post_compression_ratio=11.627734 codec_ratio=11.627549	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/results/configs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/tsvs/2026-07-03_rows-10000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
