rank	experiment	compression	int_encoding	date_encoding	timestamp_encoding	string_encoding	physical_bytes	baseline_encoded_bytes	encoded_bytes	compressed_bytes	post_encoding_ratio	post_compression_ratio	codec_ratio	elapsed_ms	result_file	column_stats_tsv	output_dir
11	rows-10000-comp-none-int-plain-str-rle-dict-date-rle-dict-ts-plain	none	plain	rle-dict	plain	rle-dict	7711890	8847066	4502845	4502845	1.964772		1.000000	202	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-rle-dict-date-rle-dict-ts-plain
12	rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain	none	plain	plain	plain	rle-dict	7711890	8847066	4542822	4542822	1.947482		1.000000	206	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-rle-dict-date-plain-ts-plain
13	rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict	none	plain	rle-dict	rle-dict	delta-byte-array	7711890	8847066	4906958	4906958	1.802963		1.000000	215	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-rle-dict
14	rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	none	rle-dict	rle-dict	rle-dict	delta-length-byte-array	7711890	8847066	4908342	4908342	1.802455		1.000000	269	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
15	rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict	none	plain	plain	rle-dict	delta-byte-array	7711890	8847066	4946935	4946935	1.788393		1.000000	210	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-rle-dict
16	rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict	none	rle-dict	plain	rle-dict	delta-length-byte-array	7711890	8847066	4948319	4948319	1.787893		1.000000	258	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict
17	rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain	none	plain	rle-dict	plain	delta-byte-array	7711890	8847066	4974893	4974893	1.778343		1.000000	211	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-byte-array-date-rle-dict-ts-plain
18	rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain	none	rle-dict	rle-dict	plain	delta-length-byte-array	7711890	8847066	4976277	4976277	1.777848		1.000000	248	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-plain
19	rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain	none	plain	plain	plain	delta-byte-array	7711890	8847066	5014870	5014870	1.764167		1.000000	215	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-byte-array-date-plain-ts-plain
20	rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain	none	rle-dict	plain	plain	delta-length-byte-array	7711890	8847066	5016254	5016254	1.763680		1.000000	251	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-plain
21	rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict	none	rle-dict	rle-dict	rle-dict	plain	7711890	8847066	5942052	5942052	1.488891		1.000000	258	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-rle-dict
22	rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict	none	rle-dict	plain	rle-dict	plain	7711890	8847066	5982029	5982029	1.478941		1.000000	257	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-rle-dict
23	rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain	none	rle-dict	rle-dict	plain	plain	7711890	8847066	6009987	6009987	1.472061		1.000000	250	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-plain-date-rle-dict-ts-plain
24	rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain	none	rle-dict	plain	plain	plain	7711890	8847066	6049964	6049964	1.462334		1.000000	257	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-rle-dict-str-plain-date-plain-ts-plain
25	rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict	none	plain	rle-dict	rle-dict	delta-length-byte-array	7711890	8847066	7705444	7705444	1.148158		1.000000	210	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-rle-dict
26	rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict	none	plain	plain	rle-dict	delta-length-byte-array	7711890	8847066	7745421	7745421	1.142232		1.000000	208	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-rle-dict
27	rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain	none	plain	rle-dict	plain	delta-length-byte-array	7711890	8847066	7773379	7773379	1.138124		1.000000	207	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-rle-dict-ts-plain
28	rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain	none	plain	plain	plain	delta-length-byte-array	7711890	8847066	7813356	7813356	1.132300		1.000000	200	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-delta-length-byte-array-date-plain-ts-plain
29	rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict	none	plain	rle-dict	rle-dict	plain	7711890	8847066	8739154	8739154	1.012348		1.000000	203	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-rle-dict
30	rows-10000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict	none	plain	plain	rle-dict	plain	7711890	8847066	8779131	8779131	1.007738		1.000000	207	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-plain-date-plain-ts-rle-dict
31	rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-plain	none	plain	rle-dict	plain	plain	7711890	8847066	8807089	8807089	1.004539		1.000000	205	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-plain-date-rle-dict-ts-plain
32	rows-10000-comp-none-int-plain-str-plain-date-plain-ts-plain	none	plain	plain	plain	plain	7711890	8847066	8847066	8847066	1.000000		1.000000	551	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/2026-07-03_rows-10000-comp-none-int-plain-str-plain-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib/10000_rows/parquet/rows-10000-comp-none-int-plain-str-plain-date-plain-ts-plain
